"","rule","precision","recall"
"2103","<{saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.23333333,0.0325
"2104","<{saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23333333,0.0325
"2105","<{saml.status.DS_3_44,saml.status.DS_7_8},{saml.status.DS_7_22}>",0.23333333,0.0325
"2106","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23333333,0.0325
"2107","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.23333333,0.0325
"2108","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23333333,0.0325
"2109","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21},{saml.status.DS_7_22}>",0.23333333,0.0325
"2110","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23333333,0.0325
"2111","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.23333333,0.0325
"2112","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23333333,0.0325
"2113","<{saml.status.DS_3_44,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.23333333,0.0325
"2114","<{saml.status.DS_3_44,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23333333,0.0325
"2115","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.23333333,0.0325
"2116","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23333333,0.0325
"2117","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.23324743,0.3941105
"2118","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23323232,0.20384921
"2119","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23323232,0.20384921
"2120","<{saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.23244479,0.40372149
"2121","<{saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23194444,0.21384921
"2122","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.22944444,0.20384921
"2123","<{saml.status.DS_7_69,saml.status.DS_7_20},{saml.status.DS_7_68}>",0.22923961,0.48828863
"2124","<{saml.status.DS_7_81},{saml.status.DS_7_66}>",0.22857142,0.034188945
"2125","<{saml.status.DS_7_69},{saml.status.DS_7_68}>",0.22713936,0.48828863
"2126","<{saml.status.DS_7_20},{saml.status.DS_7_68}>",0.22681048,0.48828863
"2127","<{saml.status.DS_7_67},{saml.status.DS_7_68}>",0.22635017,0.41376048
"2128","<{saml.status.DS_7_69,saml.status.DS_7_22},{saml.status.DS_7_22}>",0.2262482,0.21496032
"2129","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22},{saml.status.DS_7_22}>",0.2262482,0.21496032
"2130","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.22573703,0.3978142
"2131","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.225,0.011476238
"2132","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.225,0.011476238
"2133","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.225,0.011476238
"2134","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.225,0.011476238
"2135","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81},{saml.status.DS_7_21}>",0.225,0.011476238
"2136","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.225,0.011476238
"2137","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_21}>",0.225,0.011476238
"2138","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.225,0.011476238
"2139","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_21}>",0.225,0.011476238
"2140","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.225,0.011476238
"2141","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_21}>",0.225,0.011476238
"2142","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_21}>",0.225,0.011476238
"2143","<{saml.status.DS_7_8},{saml.status.DS_7_22}>",0.225,0.0325
"2144","<{saml.status.DS_7_8,saml.status.DS_7_21},{saml.status.DS_7_22}>",0.225,0.0325
"2145","<{saml.status.DS_3_44,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.22499999,0.01469507
"2146","<{saml.status.DS_3_44,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.22499999,0.015388418
"2147","<{saml.status.DS_3_44,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.22499999,0.014540383
"2148","<{saml.status.DS_7_22},{saml.status.DS_7_22}>",0.22496032,0.22496032
"2149","<{saml.status.DS_7_69,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.22408537,0.3978142
"2150","<{saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.22352968,0.3978142
"2151","<{saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.22305555,0.19956349
"2152","<{saml.status.DS_7_20,saml.status.DS_7_22},{saml.status.DS_7_22}>",0.22246032,0.21496032
"2153","<{saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_22}>",0.22083333,0.2106746
"2154","<{saml.status.DS_7_81,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.22,0.018431373
"2155","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.22,0.018431373
"2156","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.21989899,0.18956349
"2157","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.21989899,0.18956349
"2158","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_22}>",0.21767677,0.2006746
"2159","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_22}>",0.21767677,0.2006746
"2160","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2161","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2162","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2163","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2164","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2165","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2166","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2167","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2168","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2169","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2170","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2171","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2172","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2173","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2174","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2175","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.21666667,0.009150657
"2176","<{saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_21}>",0.21666667,0.022445079
"2177","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.21611111,0.18956349
"2178","<{saml.status.DS_7_68},{saml.status.DS_7_66}>",0.21598997,0.44618539
"2179","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_22}>",0.21388889,0.2006746
"2180","<{saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.21356147,0.36351159
"2181","<{saml.status.DS_3_44,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.20833333,0.014028705
"2182","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.20833333,0.014028705
"2183","<{saml.status.DS_7_69,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.20831746,0.32785714
"2184","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.20831746,0.32785714
"2185","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_69}>",0.2,0.01108396
"2186","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_67}>",0.2,0.010769795
"2187","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_20}>",0.2,0.010632285
"2188","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_69}>",0.2,0.01108396
"2189","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_67}>",0.2,0.010769795
"2190","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_20}>",0.2,0.010632285
"2191","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_69}>",0.2,0.01108396
"2192","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_67}>",0.2,0.010769795
"2193","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_20}>",0.2,0.010632285
"2194","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_69}>",0.2,0.01108396
"2195","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_67}>",0.2,0.010769795
"2196","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_20}>",0.2,0.010632285
"2197","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81},{saml.status.DS_7_69}>",0.2,0.01108396
"2198","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81},{saml.status.DS_7_67}>",0.2,0.010769795
"2199","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81},{saml.status.DS_7_20}>",0.2,0.010632285
"2200","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_69}>",0.2,0.01108396
"2201","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_67}>",0.2,0.010769795
"2202","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_20}>",0.2,0.010632285
"2203","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_69}>",0.2,0.01108396
"2204","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_67}>",0.2,0.010769795
"2205","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_20}>",0.2,0.010632285
"2206","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_69}>",0.2,0.01108396
"2207","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_67}>",0.2,0.010769795
"2208","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_20}>",0.2,0.010632285
"2209","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_69}>",0.2,0.01108396
"2210","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_67}>",0.2,0.010769795
"2211","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_20}>",0.2,0.010632285
"2212","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_69}>",0.2,0.01108396
"2213","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_67}>",0.2,0.010769795
"2214","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_20}>",0.2,0.010632285
"2215","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_69}>",0.2,0.01108396
"2216","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_67}>",0.2,0.010769795
"2217","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_20}>",0.2,0.010632285
"2218","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_69}>",0.2,0.01108396
"2219","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_67}>",0.2,0.010769795
"2220","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_20}>",0.2,0.010632285
"2221","<{saml.status.DS_7_81,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2222","<{saml.status.DS_7_81,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2223","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2224","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2225","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2226","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2227","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2228","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2229","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2230","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2231","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2232","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2233","<{saml.status.DS_7_8,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2234","<{saml.status.DS_7_8,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2235","<{saml.status.DS_7_8,saml.status.DS_7_63,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2236","<{saml.status.DS_7_8,saml.status.DS_7_63,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2237","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2238","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2239","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2240","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2241","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2242","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2243","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2244","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2245","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2246","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2247","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2248","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2249","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2250","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2251","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2252","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2253","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2254","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2255","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2256","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2257","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2258","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2259","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2260","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2261","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2262","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2263","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2264","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.2,0.011764706
"2265","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2266","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2267","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_63,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
"2268","<{saml.status.DS_7_69,saml.status.DS_7_8,saml.status.DS_7_63,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.2,0.007692308
